id,survey_id,title,question_type,labels_ids_2/id,labels_ids/id
,,,,,__export__.survey_label_6206_4044b37b
__export__.survey_question_1435_7cbb0bb0,SIVA Post Visit Feedback by Faculty - Salman Atif - KAKA KHAIL INDUSTRIES,How was the conduct of Students?,Single Line Text Box,,
__export__.survey_question_1436_1342778a,SIVA Post Visit Feedback by Faculty - Salman Atif - KAKA KHAIL INDUSTRIES,Any other suggestion for improving the conduct of the students?,Multiple Lines Text Box,,
__export__.survey_question_1437_62328bc2,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,What Learning Objectives were achieved during the visit?,Multiple Lines Text Box,__export__.survey_label_6223_fa16ae40,
,,,,__export__.survey_label_6224_6d512972,
,,,,__export__.survey_label_6225_3741c0d9,
,,,,,__export__.survey_label_6216_d9ba493a
,,,,,__export__.survey_label_6217_4b07dcb9
__export__.survey_question_1438_51fd8768,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,Highlight some key issues that students were able to address during and after the visit,Multiple Lines Text Box,__export__.survey_label_6226_c895fc0e,
,,,,__export__.survey_label_6227_fd65437c,
,,,,__export__.survey_label_6228_fb168dd9,
,,,,__export__.survey_label_6229_a25d63c5,
,,,,__export__.survey_label_6230_2432fe5a,
,,,,__export__.survey_label_6231_ea4e3024,
,,,,,__export__.survey_label_6218_444d899d
,,,,,__export__.survey_label_6219_422db436
,,,,,__export__.survey_label_6220_d78d0d98
,,,,,__export__.survey_label_6221_1a19edb7
,,,,,__export__.survey_label_6222_e1165e00
__export__.survey_question_1439_a8091a30,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,Were students able to link the technical knowledge demonstrated during the visit with their respective courses and theoretical concepts please elaborate?,Multiple Lines Text Box,,
__export__.survey_question_1440_7e5fb8d9,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,Elaborate the possible area of collaboration with the visiting company(join research projects / and other specific areas discussed during the visit)?,Multiple Lines Text Box,,
__export__.survey_question_1442_58233d8d,SIVA Post Visit Feedback by Student - Salman Atif,Name of company's ownership?,Single Line Text Box,__export__.survey_label_6241_aa588367,
,,,,__export__.survey_label_6242_6f6ddde2,
,,,,__export__.survey_label_6243_d23fad4c,
,,,,,__export__.survey_label_6232_9021b7b9
,,,,,__export__.survey_label_6233_cfa156bf
__export__.survey_question_1443_4259252c,SIVA Post Visit Feedback by Student - Salman Atif,Company,Matrix,__export__.survey_label_6244_ef7b4057,
,,,,,__export__.survey_label_6234_dc8a63b8
,,,,,__export__.survey_label_6235_66d8eb80
,,,,,__export__.survey_label_6236_5c8cec98
,,,,,__export__.survey_label_6237_2d856162
__export__.survey_question_1444_62221337,SIVA Post Visit Feedback by Student - Salman Atif,Process Details,Matrix,__export__.survey_label_6245_c781ee6b,
,,,,__export__.survey_label_6246_87de44df,
,,,,__export__.survey_label_6247_3708ac24,
,,,,__export__.survey_label_6248_37c972b0,
,,,,__export__.survey_label_6249_9584c1ef,
,,,,__export__.survey_label_6250_fc68028f,
,,,,,__export__.survey_label_6238_f3025e13
,,,,,__export__.survey_label_6239_b356dfdb
,,,,,__export__.survey_label_6240_e30a59c1
__export__.survey_question_1371_d2e09f7a,SIVA Post Visit Feedback by Institute,"In context to the visit conducted, heighlight some areas of improvement for effective implementation in the future?",Multiple Lines Text Box,,
__export__.survey_question_1429_02f48946,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,"In context to the visit conducted, heighlight some areas of improvement for effective implementation in the future?",Multiple Lines Text Box,,
__export__.survey_question_1441_cfd22aac,SIVA Post Visit Feedback by Institute - Salman Atif - KAKA KHAIL INDUSTRIES - KAKA KHAIL INDUSTRIES,"In context to the visit conducted, heighlight some areas of improvement for effective implementation in the future?",Multiple Lines Text Box,,
